영화명,time,ID,text,score,like,dislike,watch_movie,혐오,성별,이념/지역,인간존엄성,기타 (선택),
82년생 김지영,2019-11-03 17:57,ajaa****,80년대생 여자들이야말로 제일 많은 혜택을 본 세대들이지   반면에 80년생 남자들은 제일 피해본 세대들이고,1,20,8,FALSE,0,0,0,0,,60
82년생 김지영,2019-10-25 22:58,초식동물(thes****),남자 인권 깎아 내리는 영화,1,12,9,FALSE,0,0,0,0,,15
82년생 김지영,2019-11-06 2:12,와칸다포에버(jcrr****),김나정 아나운서의 소신 발언처럼 여자로 태어나 좋은 것은 좋다고 생각하며 살면 얼마나 좋을까  어느 국가 어느 사회가 그렇게 완벽하기만 할까  어느 사회든 개선의 여지가 있다  47년생 박막례  65년생 김종숙이면 힘들게 살아오신 거 인정한다  근데 무슨 82년생이 신세 타령이야     82년생 김지영은 경제성장 한창인 대한민국의 황금기에 태어나 누릴 거 다 누린 세대다,1,15,4,FALSE,0,0,0,0,,208
82년생 김지영,2019-10-23 18:15,chs1****,영화감독 타이밍 기가막히게 잘해서 돈 잘버네 이성은 찾아볼수없는 여자의 감성적인부분을 건드려 영화 대박나겠네,1,4,20,FALSE,1,1,0,0,,60
82년생 김지영,2019-10-30 8:13,밍키(lolv****),계몽의 탈을 쓴 상업영화,1,5,7,FALSE,0,0,0,0,,13
82년생 김지영,2019-10-23 10:43,자츠(rui9****),이게 나라다 이게 나라야    영혼보내기 열심히 해,1,6,4,FALSE,0,0,0,0,,28
82년생 김지영,2019-10-24 5:48,별명(ghjk****),최악의 영화 캬악 퉷,1,10,12,FALSE,0,0,0,0,,11
82년생 김지영,2019-10-26 0:14,나쁜것(oksk****),여기서 공감하는 여성분들은 대부분이 결혼을 못하신 노처녀 이거나 나이들어 결혼 했는데 남편이 경제적능력이 적절치 못한분들일꺼에요    본인 능력이나 키우시길 바랍니다 유리천장은 니들이 스스로 만드는거지 알아서 야근에 외근에 회식까지 꼬박꼬박 다해봐라 진급이 안되냐,1,8,11,FALSE,1,1,0,0,,147
82년생 김지영,2019-10-23 23:17,수니바라기(k_yo****),82년생 김지영,1,4,10,FALSE,0,0,0,0,,8
82년생 김지영,2019-10-23 10:45,충호(figh****),허허 답이없군요,1,5,3,FALSE,0,0,0,0,,8
82년생 김지영,2019-10-26 7:26,wjss****,평점이 10점아니면 1점이네 믿을수없는영화라 1점줌,1,5,13,FALSE,0,0,0,0,,28
82년생 김지영,2019-10-24 23:31,니시오잇신(sooy****),영화의 완성도는 넘어가더라도원작의 영향을 무시할 수가 없는 영화말도 안되는 억울함과 공감할수 없는 감정의 공유를강요하는 흐름은 어쩔 도리가 없다,1,4,5,FALSE,0,0,0,0,,80
공작,2018-08-26 16:05,컴투미(godp****),개쓰렉 좌편향 영화,1,6,6,FALSE,0,0,0,0,,10
공작,2018-08-11 13:44,LaLA(wesb****),빨갱이를 위한 빨갱이가 원한 빨갱영화,1,8,10,FALSE,1,0,1,0,,20
공작,2018-08-11 19:52,이정아(lja2****),평점 알바 개쩌네 재미도 없고 감동도 없고 북한 미화에 교장선생처럼 끝날듯 끝나지도않곸    배우가 아깝다 평생에 재미없는 영화 탑2에 든다 절대 보지마세요,1,11,5,FALSE,0,0,0,0,,87
공작,2018-09-15 8:12,야구조아(dewy****),좌편향적인 정치색 짙은 영화,1,4,3,FALSE,0,0,0,0,,15
공작,2018-08-17 1:01,스톰익즈(just****),훈훈한 빨갱이 영화  좌효리는 양념치킨,1,13,8,FALSE,1,0,1,0,,21
공작,2018-08-11 6:58,등대지기(asse****),좌파와 그 정치인들을 위한 눈높이 영화  이딴 선동질 영화는 좌든 우든 망해야함,1,12,6,FALSE,0,0,0,0,,44
공작,2018-08-08 16:50,FEBRARY(ajdc****),개노잼입니다 돈 아까워요,1,7,9,FALSE,0,0,0,0,,13
공작,2018-08-15 8:23,뱀부Fun(yjfo****),황정민 저거는 줏대도 없어     보수성향 영화 찍었다가도 이번에 돌아선건가  어휴 정우성부터 해서 괜히 딴따라가 아닌듯  머리가 텅텅 비어서 그냥 돈만 주면 다 찍음,1,5,8,FALSE,1,0,0,1,,93
공작,2018-08-29 15:57,영주(redb****),보고나왔는데 기분더럽다  특히 마지막  20OOO 5월 새로운 국면을 맞이하고 있다   장난하나,1,5,6,FALSE,0,0,0,0,,53
공작,2018-08-10 23:49,짱인(inbe****),오바다 진짜로,1,8,5,FALSE,0,0,0,0,,7
공작,2018-10-20 21:10,DOTXPIC(kjih****),정치적 색깔이 진하다  관객이 그대로 받아들이는 영화라,1,9,5,FALSE,0,0,0,0,,30
공작,2018-08-15 21:25,바다(dbli****),평점이 1 아니면 10이다 재미도 없는데다 말도안되는 선동질로 보는내내 짜증 인랑은 그나마 액션이라도 보지  이해 안되는  평점과 선동영화 끝판왕 내가 이걸 시간내서 돈주고 보다니,1,2,4,FALSE,0,0,0,0,,100
공작,2019-10-13 13:25,cjsw****,진짜 강철비나 공작이나 왜 적국이 아니라 우리나라가 악인지    북한 학교 수업시간에 틀어줘도 될만하게 북한을 미화시켰다 정말 역겹다,1,7,7,FALSE,0,0,0,0,,74
공작,2018-08-09 23:54,태양처럼밝은미래(amio****),평점 보니 딱 좌좀 영화네   어제 보고 온 사무실 사람이 중간에 나오고 싶었다는 이야기 들었을 때 이 영화 글렀구나 싶었다  믿고보는 황정민이  왜 그랬노,1,12,6,FALSE,1,1,0,1,,87
공작,2018-08-24 21:30,이지호(hope****),간첩으로 국가보안법 심판까지 받은 사람이 무슨 애국자마냥 설치는게 꼴불견이네요,1,5,6,FALSE,0,0,0,0,,43
공작,2018-08-12 15:44,slrknwbck(sndf****),빨갱이들 교육 영화,1,10,5,FALSE,1,0,1,0,,10
공작,2018-09-14 12:24,캉화(kang****),이런 영화를 보고 선동 당할 어린애들이 걱정이네  거짓을 사실인것 마냥   위험하다,1,4,6,FALSE,0,0,0,0,,46
공작,2021-05-09 23:36,오늘도맑음(jkjk****),그냥 주지훈볼려고 본영화,1,0,1,FALSE,0,0,0,0,,13
공작,2018-08-11 0:00,도우너(pk34****),핵노잼이다 레알 너무지루했다,1,6,3,FALSE,0,0,0,0,,15
공작,2018-08-18 16:05,점(awon****),제발 실화라고 하지마라   픽션 99에 실화 1이니깐,1,4,4,FALSE,0,0,0,0,,29
공작,2018-08-18 2:41,친위대(wcwj****),저걸 실제로 믿는 개돼지들은 없길 바란다,1,13,6,FALSE,1,0,0,1,,22
공작,2018-08-14 15:30,나열받아(evea****),배우들이 아깝네요  북한 영화 라면서요,1,6,8,FALSE,0,0,0,0,,21
공작,2018-08-17 15:19,이카루스(song****),좌편향에 선동에  대단하다 Cj,1,12,7,FALSE,0,0,0,0,,17
공작,2018-08-09 19:46,kkr7****,고양이가 너무 귀여워요,1,4,6,FALSE,0,0,0,0,,12
공작,2018-09-25 0:55,미르(chj6****),이넘에 정권은 무슨 이런 영화를 심심하면 만드노   그렇게 세뇌시키고 싶은가  사회주의를 연평도  핵미사일이 전부 우리가 부탁했다  이런개 리가 어디있나요     쓰레기 좌빨정부,1,6,5,FALSE,1,0,1,0,,99
공작,2018-08-13 23:32,생각안남(gmlf****),아  보는 내내 졸았다 졸아서 정신 못차린적 처음임 로렉스 하면서 시계줍는 장면 부터 기억안남 이효리 나오는 부분에서깸   친구들 공작 본대서 영화관람권 키프티콘 사줬는데 아까워 미치겠음,1,9,8,FALSE,0,0,0,0,,104
공작,2018-08-16 0:22,양동이(ehdw****),정권유지를 위해 북한을 이용하려했다    일어나지도 않는 도발계획을 미화시키네 현실은 북은 핵을 가지고 끊임없이 남한의 적화를 원함,1,8,9,FALSE,0,0,0,0,,73
공작,2018-08-17 15:48,휴(park****),뭐 빨갱이 영화고 북한에서 투자 받았고를 떠나서 진짜 개 씹노잼 영화관에서 나갈까 말까 고민 졸라했네,1,11,11,FALSE,0,0,0,0,,56
공작,2018-08-19 20:29,ltoo****,흐음 정치적이고 뭐고 다떠나서 일단 재미가없음,1,5,9,FALSE,0,0,0,0,,25
공작,2018-09-14 2:14,민(drea****),북한 찬양미화 이제 그만,1,5,7,FALSE,0,0,0,0,,13
공작,2018-08-11 11:21,모주모(vada****),딱 전교조 선동영화임,1,48,24,FALSE,1,1,0,0,,11
공작,2018-08-16 15:51,yunj****,정권 바뀌니 선동영화가 판을 치는구나,1,6,4,FALSE,0,0,0,0,,20
공작,2018-09-02 23:47,ㄹㅍㅌㄴㅇ(empa****),팝콘 맛있다 잘잤다 완전 개운하게 잤어요    영화관에서 팝콘 라지 다 먹은거 처음이에요 꼭 보세염 팝콘드셈,1,5,4,FALSE,0,0,0,0,,60
공작,2018-08-12 20:46,맑은샘(arec****),정말 다시보고싶지않은 최악의 영화,1,9,5,FALSE,0,0,0,0,,18
공작,2018-08-16 6:59,AirplaneTravel(davi****),어디까지 실화를 기반으로 한 것이고  허구인지 명확하게 구분을 안해둔 영화  정치색 그득그득 친북 영화,1,10,6,FALSE,0,0,0,0,,57
공작,2019-10-09 0:27,l숨은l(skyk****),정치색 다분한 영화를 정권에 맞춰 내놓는 이유가 뭐냐,1,5,5,FALSE,0,0,0,0,,29
공작,2020-09-24 3:18,쫑아(hajs****),이성민  조진웅 나오면 의심부터해라 대한민국의 피 쪽쪽 빨아먹고 배때기 불리는 좌좀들이니까,1,2,5,FALSE,1,0,1,1,,50
공작,2018-08-12 17:09,소여니(thdu****),노잼 보다가 잘뻔   뒤에 5분 잼,1,7,7,FALSE,0,0,0,0,,19
공작,2018-09-14 15:05,qpcr****,전형적인 좌파 선동 영화,1,8,6,FALSE,0,0,0,0,,13
공작,2018-08-08 16:41,jj(jins****),참 시간 아깝다  정치고 뭐고 다 떠나서 너무 자미없는 거 아니냐,1,176,117,FALSE,0,0,0,0,,36
공작,2018-08-13 14:54,그레이스(theb****),빨갱이 빠는 영화황정민이 왜 이런 영화를 택했는지 안타까울뿐,1,41,17,FALSE,1,0,1,0,,33
공작,2018-08-09 23:36,bonobo(shpa****),10점 주는 알바들의 특징  연기가 죽여 주네 어쩌고 하면 알바    긴장감 어쩌고 하면  백퍼 알바    첩보 영화가 이렇게 재미없다니,1,9,3,FALSE,0,0,0,0,,76
공작,2018-08-08 11:08,갓자르(yoha****),아침부터 알바가 판을치네,1,21,22,FALSE,0,0,0,0,,13
공작,2018-09-15 12:21,클린업(roni****),개연성이 너무 떨어지고 김정일수령이 인민의 태양이자 대인배의 표본이며 북을 위한 영화네    대중이나 놈현이만 퍼주기한 것이 아니고 영삼이때도 퍼주기했다는 거네,1,2,3,FALSE,0,0,0,0,,89
공작,2018-08-14 22:40,문경실(tjsa****),나 나오기전에 두팀 나가고 내가 세팀째였으니 한 영화 상영 시간동안 몇팀이 나왔는지는,1,6,2,FALSE,0,0,0,0,,47
공작,2018-08-09 1:56,주홍석(prai****),응 좌좀 영화야  선동 오지게 당하겠네,1,159,98,FALSE,1,0,1,1,,21
공작,2018-09-10 16:38,Kappa(ikch****),너무 각색하고 어디까지 실화인지 알 수 없어서 기분만 찝찝해지는 영화였다,1,7,6,TRUE,0,0,0,0,,40
공작,2018-08-11 23:51,고성준(nonn****),에이 이건 아니지 김대중은 곧 정의라는 거냐,1,6,3,FALSE,0,0,0,0,,24
공작,2018-08-12 1:13,리플라이(dnrw****),이 영화를 다 본 내가 대견함 내가 본 영화 중에 가장 지루했음,1,9,4,FALSE,0,0,0,0,,35
공작,2018-08-22 4:48,삭개오(holy****),헬조선에서 몇안되는 빨갱이 냄새 안나는 절은 감독이라 기대했었는데 얘도 결국은 이 라인으로 가는구나,1,6,5,FALSE,1,0,1,0,,55
공작,2019-12-18 0:33,okok****,국뽕좌빨친북 개쓰 래기영화,1,9,8,FALSE,1,0,1,0,,14
공작,2018-10-06 20:02,찌찌(jh94****),빨간 사상 갖고 있는 지극히 좌편향된,1,3,3,FALSE,0,0,0,0,,20
공작,2018-08-09 18:38,kimw****,한국영화는 왜이렇게 좌편항으로 치우쳐있냐 북한 옹호 북한 미화 나쁜쪽으로는 절대안나오네 볼수가 없다 이제 한국영화는 정말,1,7,5,FALSE,0,0,0,0,,67
공작,2018-08-15 23:52,bego****,뭐든 적당히,1,4,4,FALSE,0,0,0,0,,6
공작,2018-08-21 0:36,an61****,댓글보니 가관이네요정치색이 이렇게 짙은 영화는 처음입니다뭐가 팩트고 뭐가 픽션인지 구분도 안돼는 영화네요,1,11,4,FALSE,0,0,0,0,,58
공작,2018-08-09 14:01,기니피그(hora****),영화보러갔지 역사 다큐 보러간게 아닌데,1,9,11,FALSE,0,0,0,0,,21
공작,2018-08-09 3:07,kong****,잠자기 좋은 영화황정민씨 팬 이었는데이번 영화는 글쎄 폭망 할 것 같은예감,1,19,10,FALSE,0,0,0,0,,41
공작,2018-08-12 23:39,jun0****,와    진짜 해도 해도    아무리 현 정권을 위한 영화라지만 북한 도발을 보수에서 부탁해서 했다고하네 아무리 영화라지만 그러면 안돼    니네 진짜 유가족들 심정 한번이라도 생각해봤냐    벌 받아 진짜,1,56,25,FALSE,0,0,0,0,,115
공작,2018-08-20 19:49,아프로뒤태(dlsg****),보는내내   너무지루해서졸았음  영화보면서존거처음  기대했는데뭔가 반전도없고  감동도없고그냥 한분위기로 쭉     진짜너무지루했음,1,11,4,FALSE,0,0,0,0,,72
공작,2018-08-14 1:53,짱돌(w_w0****),개쓰렉 빨갱이 미화영화,1,8,4,FALSE,1,0,1,0,,12
공작,2018-09-05 20:58,슈카(high****),좌편향   불편   팩트는 왜곡말자,1,4,6,FALSE,0,0,0,0,,19
공작,2018-08-13 19:32,Dizzy(itho****),진짜 올해 본 영화중에 최악이다,1,9,5,FALSE,0,0,0,0,,17
공작,2018-08-12 12:19,천삼(rokm****),감독아 이것도 영화라고 만들었냐   보는 내도록 지겹다,1,10,5,FALSE,0,0,0,0,,30
공작,2018-09-24 9:54,blue****,쓰레기 북한 미화영화 실제 북한 김정은 독재로 인한 수만명이 공개처형 당함 정치범 수용소에서 지금도 수만명이 갖힌채 상상도 못할 일을 당하고 있음 김정은 정권이랑 협력하는 우리도 공범임,1,2,4,FALSE,1,0,1,0,북한 비방,103
공작,2018-08-10 19:46,kims****,오집니다  정치색이요 적당히하자 좀 똥꼬 그만빨어,1,11,8,FALSE,1,0,0,1,,27
공작,2018-08-13 12:38,hans****,연기자들의 연기력은 좋으나 내용이 너무 안 좋네요  빨갱이 미화도 부족해서 노무현 정권때 북한에 한미연합훈련정보를 빼돌린 간첩을 정의를 지키는 사람으로 느끼게끔 한 것은 너무 큰 문제 같네요 픽션을 마치 팩트인 것 마냥 마지막에 자막까지 넣다니,1,4,5,FALSE,1,0,1,0,,136
공작,2018-09-15 16:15,빈티지정성샵(jsy6****),영화보고 처음으로 평점남깁니다,1,3,3,FALSE,0,0,0,0,,16
공작,2018-08-13 19:55,디자인이안(ianx****),이런 개같은 영화  클레멘타인 이후 처음보네요     그냥 일기장에 쓰던가 이게 뭐하는 짓거리냐 감독 색희야  참나 정권에 붙어서 한탕해먹으려는 충무로 가짜 감독들    내용이야 그렇다치고 영화 자체가 수면제가 따로 없어,1,13,7,FALSE,0,0,0,0,,123
공작,2018-08-15 20:12,으앙(kej2****),핵노잼 돈시간넘나아까움,1,5,3,FALSE,0,0,0,0,,12
공작,2019-10-04 9:29,띵산(shin****),연출도 완돼 스토리도 안돼 이 안에 선동질이 있다 이게 내 결론이다,1,8,9,FALSE,0,0,0,0,,37
공작,2018-08-15 9:27,지으니(whrn****),연기자들 보고 믿고 예매했는데 스토리가 똥을 줬네요,1,7,9,FALSE,0,0,0,0,,28
공작,2018-08-14 10:35,별이(logi****),북한미화는 1점이야,1,13,10,FALSE,0,0,0,0,,10
공작,2018-08-20 18:02,어깨믹서기킬성큰(soyo****),시간가는줄 모르고잤다,1,8,2,FALSE,0,0,0,0,,11
공작,2018-08-15 21:29,전문대교협 하정호(kpta****),너무 정치적이네요,1,2,6,TRUE,0,0,0,0,,9
공작,2018-08-14 16:10,kcw1****,정치색을 띄는것을 떠나 아예 날조해버리는 돈이 아까운 영화 윤종빈 이제 믿고거른다,1,5,4,FALSE,0,0,0,0,,45
공작,2019-09-13 20:03,그그그(ehrk****),한나라당이 시킨다고 했던 북괴 토착왜구들     하여간 북한은 상종하면 안된다니까,1,7,6,FALSE,1,0,1,0,,45
공작,2018-08-14 0:21,lora****,네 이거보시다 주무시지말고 신과함께 보세요,1,6,13,FALSE,0,0,0,0,,23
공작,2018-08-12 9:17,wjdxo(kjil****),역대급 최악의 영화 빨갱이들 모아놓코 만든 선동질 영화 영화도아니다 그냥 북한으로 가라 황정민 실망이다 조진웅도 크으 퉤,1,14,6,FALSE,1,0,1,0,,67
공작,2018-09-17 9:20,제노맨(deco****),황정민의 독백이 영화를 다 말아먹네요   사상이 정립안된 분들은 절대 보면 안될영화  모든 북의 도발을 마치 남한의 보수정당이 계획한듯 말하는   어디까지가 진실인지   영화도 아니고 다큐도 아니고   그냥 보지마세요,1,4,8,FALSE,0,0,0,0,,121
공작,2018-08-22 9:44,skel****,투자자가 정은인가바요 주적 북한을 이렇게 미화시키네요,1,5,4,FALSE,0,0,0,0,,29
공작,2018-08-19 23:13,Montana(nice****),바뀐정권에 맞춰서 제대로 개봉했네    영화가 어느한쪽 세력을 지지하는 메세지를 내포하는순간 그건 예술이 아니라 선전물이라는걸 모르나  북의 도발을 미화하고 정당성을 부여하는가하면 김대중당선을 북에서 싫어했다고 하면서 그럴싸하게 대중들을 선동함,1,10,10,FALSE,0,0,0,0,,136
공작,2019-10-10 22:12,치매웃음문재앙(koda****),치매대장이니야 니 똥오줌이나 좀 가려,1,5,5,FALSE,1,0,0,1,,20
공작,2018-08-25 17:44,죠죠2914(jojo****),제발 사람답게 살자 영화인들,1,3,4,FALSE,0,0,0,0,,15
공작,2020-08-26 0:24,fier****,말도 안되는 북한 및 김대중 미화이게 진짜라고 생각하는 사람들도 있나  보면 볼수록 스토리가 어이가 없네,1,1,7,FALSE,0,0,0,0,,58
공작,2019-10-10 20:20,fjtn****,좌좀새끼들의 정신승리영화 북이랑 선동없이는 아무것도 못하는 버러지들 감독이 이정도면 그의절친 하정우도 어지간히 좌좀일듯,1,5,6,FALSE,1,0,1,1,,66
공작,2018-08-11 11:49,pooh****,별 주기 싫지만 배우들 연기는 갑오브 갑내용은 역겹다  보다 나왓음   개성일부터 저지른 악행이  그냥 잊혀지든,1,14,6,FALSE,0,0,0,0,,62
공작,2018-08-18 10:16,홍홍뚜(pydj****),영화를 보고 딱 느낀점이연평해전  천안함  연평도 포격사건 우리나가 북한에게 부탁했다고 말하는거 같은데  참   우리나라를 위해 희생하신 분들에게 미안하지도 않은지   여당야당 할거없이 제발 정치적으로 이용하지맙시다  그분들을 만큼은,1,11,4,FALSE,0,0,0,0,,130
공작,2018-08-13 18:23,이놈저놈그놈(reme****),선동이고뭐고 모르겠고 그냥 재미없는영화 롤렉스뿐이 기억에 안남네,1,9,7,FALSE,0,0,0,0,,35
공작,2018-08-14 12:21,boss****,북한북한북한북한북한,1,7,6,FALSE,0,0,0,0,,10
공작,2018-08-16 7:51,웰메이더(wwel****),그냥 지루지루하고     졸리운 쑬레기종북영화,1,6,7,FALSE,0,0,0,0,,25
공작,2018-08-11 15:05,현지(hyun****),진짜 너무너무너무너무너무너무너무 재미없어요,1,10,4,FALSE,0,0,0,0,,23
공작,2018-08-17 2:22,정신분열3급(dora****),북한미화영화,1,11,6,FALSE,0,0,0,0,,6
공작,2018-08-09 20:33,계란빵속의돌맹이(ybce****),맘마미아2 볼껄,1,46,23,FALSE,0,0,0,0,,8
공작,2018-08-18 20:57,붕가붕가(gjun****),이건 아니지 쓰레기 좌빨 시나리오,1,6,3,FALSE,1,0,1,0,,18
공작,2018-08-10 16:28,박현욱(j830****),처음이는 진짜 첩보영화같더니,1,8,2,FALSE,0,0,0,0,,15
공작,2018-08-11 7:59,jmss****,장난하냐돈도 시간도 아깝다,1,9,4,FALSE,0,0,0,0,,14
공작,2018-08-20 15:51,jame****,정치색은 픽션이기 때문에 그럴수 있다고 생각하지만 액션적인 요소가 1도 없음  액션을 기대하고 본다면 큰 실망,1,7,3,FALSE,0,0,0,0,,61
공작,2018-08-21 10:32,메롱(incu****),진짜 뒤로 갈수록 가관  이렇게 말도 안되는 왜곡 날조 영화를 만들지  끝나고 한사람 박수치다가 사람들이 쳐다보니 무안해서 그만침  저거보고 박수치는게 좌파 수준인듯,1,9,6,FALSE,1,0,1,0,,92
공작,2018-08-18 20:09,엥(solo****),별 0개는 없냐   아 목격자나 볼걸,1,7,3,FALSE,0,0,0,0,,20
공작,2018-08-14 22:30,제시현(jess****),영화 보면서 돈 아깝다는 생각한 거 이번이 처음,1,7,2,FALSE,0,0,0,0,,26
공작,2018-08-08 19:20,jmw9****,진심 근3년간 졸면서 본 영화 첫작입니다   제발 당신들의 돈을 아껴주고싶습니다제발 보지마십쇼,1,2581,2187,FALSE,0,0,0,0,,52
공작,2018-08-15 13:58,joma****,알잖아   너무한다 이정도면 감독은 우파다 역으러 욕매길려하는 고도의 작법이다,1,2,5,TRUE,0,0,0,0,,43
공작,2018-10-05 17:37,아싸가오리(wtsh****),잘잤다    국민의 숙면을 위한 영화인가,1,2,1,FALSE,0,0,0,0,,22
공작,2018-08-10 16:36,한나경(hann****),아직 어리신 분들은 보시기에 힘들 수 있음  용어가 좀 어려워서 앞부분 흐름을 잘 파악하지 못 할 수도 있음  부모님과 함께 보는 걸 추천하고 되도록이면 그냥 안 보는 것 추천함  재밌대서 봤더니 다 알바였냐  여러분 속지 마세요  뒷부분 통째로 잠,1,8,1,FALSE,0,0,0,0,,139
공작,2018-11-12 1:31,김향란(rlag****),보다 할말을 잃었다   야당의 부탁으로 북한의 직접타격이라는 소재자체가 어이가없음,1,8,4,FALSE,0,0,0,0,,45
공작,2018-08-25 17:04,장콩(hels****),정치선동 오졌음,1,4,3,FALSE,0,0,0,0,,8
공작,2018-08-14 21:12,fttb****,영화본시간이아깝다 최악의영화,1,10,6,FALSE,0,0,0,0,,
공작,2018-08-09 2:17,루이(pana****),북한 도발이 남한 국정원과 보수정치인들이 북한에 정권유지 위해서 뒷돈주고 사주한거라며 북한에 면죄부 주고 북한 도발 희생자들 엿먹이는 영화,1,13,8,FALSE,0,0,0,0,,
공작,2018-08-13 5:06,양산백정(ysbu****),김대중 미화영화 10자,1,12,6,FALSE,0,0,0,0,,
공작,2018-08-09 16:30,hanna kim(0119****),연기는 좋았지만 영화는 안좋았다,1,7,8,FALSE,0,0,0,0,,
공작,2018-08-14 16:34,dbzz****,북한만 보면 토나온다18,1,9,7,FALSE,1,0,1,0,북한 비방,
공작,2018-08-15 14:52,비빔밥(sall****),뭘 목적으로 만드신건지,1,7,6,FALSE,0,0,0,0,,
공작,2018-08-13 19:36,휴팟(hupo****),화려한휴가 감독이 만든줄,1,8,3,FALSE,0,0,0,0,,
공작,2018-08-09 21:55,jinq****,이런영화 돈주고 왜보냐,1,6,4,FALSE,0,0,0,0,,
공작,2018-08-11 17:09,도블리(xiah****),로그인하게만듬진짜 다큐보는줄 졸려죽는줄 지루 함,1,3,3,FALSE,0,0,0,0,,
공작,2018-08-09 3:05,안지원(ag77****),정치색깔 확실하네   인랑 공작  민주당을 위한   북폭돼지 우상화 영화,1,10,8,FALSE,1,0,1,1,,
공작,2018-08-12 0:51,popopopopopo(pape****),북한 찬양 좀 적당해좀 해라,1,8,5,FALSE,0,0,0,0,,
공작,2018-08-09 21:01,jee1****,영화로 정치적 가치관좀 주입하지 마라  어린아이들이 보면 사실인줄 알것네 이 정부 들어서 도대체 정치성향 주입 영화만 몇편이냐 진짜,1,10,4,FALSE,0,0,0,0,,
공작,2019-01-04 23:01,아로하(dahy****),생각보다 별로,1,8,5,FALSE,0,0,0,0,,
공작,2018-08-12 23:07,다이어뎀(diea****),좌빨정권 홍보 쓰레기영화 핵대중이 신격화,1,12,5,FALSE,1,0,1,0,,
공작,2018-08-08 22:04,짜파게티(gs4m****),지루함  북한정권 옹호하는 영화인줄은 꿈에도 생각 못함  스토리도 뻔한 스토리,1,911,646,FALSE,0,0,0,0,,
공작,2018-08-11 17:07,ymca****,정치색 오지게 띄운 영화임 변로,1,5,5,FALSE,0,0,0,0,,
공작,2018-08-20 12:49,해피(okey****),대놓고 김대중 당선 찬양을,1,5,6,FALSE,0,0,0,0,,
공작,2018-08-08 23:26,유네(khw0****),핵대중 미화영화 1점이 아깝다,1,4,6,FALSE,1,0,1,0,,
공작,2019-01-07 20:59,jupi****,지나친 정치색 이런영화 토나온다  세련되게 하던가 몰입도안되고 재미도없고,1,10,3,FALSE,0,0,0,0,,
공작,2019-10-27 0:34,고고(ruru****),북한은 좋은나라 라고 세뇌 시키는 영화 개 웃김  선동참 좌빨 답네,1,8,8,FALSE,1,0,1,0,,
공작,2018-08-08 21:00,럭셔리퀸(winn****),왜 픽션과 논픽션의 경계를 무너뜨리냐,1,5,9,FALSE,0,0,0,0,,
공작,2018-10-27 20:19,점동야마카시(orad****),객관적으로 평점6점 짜리가  영화대상을 받는다  한국영화판 제대로 썩었네,1,6,7,FALSE,0,0,0,0,,
공작,2018-09-01 6:15,newspring(cute****),좌 우 떠나서 한 쪽으로 치우친 영화 별로,1,11,7,FALSE,0,0,0,0,,
공작,2019-01-18 21:55,dld(dlwk****),휴 이런게 영화라니 추악하다,1,8,3,FALSE,0,0,0,0,,
공작,2018-08-13 22:25,깅코(zxcs****),황정민 연기가 맘에 안들줄이야,1,10,9,FALSE,0,0,0,0,,
공작,2018-08-10 19:13,뽐(frt1****),너무 재미 없어요    불면증 고쳤어요,1,11,5,FALSE,0,0,0,0,,
공작,2018-08-08 23:25,plu(plui****),재밌고 연기만 잘하면 내용은 어떻든 10점주는 개돼지들 클라스,1,4,6,FALSE,1,0,0,1,,
공작,2018-08-15 15:36,haninheee(9501****),노잼   지루 보지마세여,1,5,6,FALSE,0,0,0,0,,
공작,2018-08-19 15:38,마르코(ptss****),좋아하는 배우들  감독에게 편견이 생기게 된 계기가 된 영화 연기 자체는 너무나 훌륭했고 마지막 장면의 감동도 있었으나 너무 한쪽으로 편향된 역사관 때문에 끝까지 보기가 거북했음,1,6,6,FALSE,0,0,0,0,,
공작,2018-08-19 23:46,광학스크린(dcss****),좌편향의 극치  창피하다,1,5,6,FALSE,0,0,0,0,,
공작,2018-08-12 13:06,호드연합(f357****),영화가 재밌기는 하지만 정치색이 너무 들어가서 거부감이 너무 드네요  왜 이렇게 영화를 만들었을까요,1,13,4,FALSE,0,0,0,0,,
공작,2018-08-10 3:44,와신상담(soot****),북한 옹호도 적당히    이게 나라구나 무섭다  어찌 적국을,1,169,108,FALSE,0,0,0,0,,
공작,2018-08-12 1:34,제이티(xjty****),연평도 해전에서 전사한 장병들과 유족들에게 위로의 마음을 전하며  이런 개같은 극본으로 영화를 만든 자들에게 각성을 요구한다  절대 봐서는 안될 영화다  영화의 초점이 뭔지 모를 영화도 아닌  절대 절대 더운 여름 관객수 늘지 않는 성숙함이 필요하다,1,14,6,FALSE,0,0,0,0,,
공작,2018-08-09 18:03,덕이(iced****),빨갱이영화 하 내 시간,1,7,8,FALSE,1,0,1,0,,
공작,2018-08-11 10:07,Zzddc(dyrh****),진짜 보러가지 마셈 영화는 졸면서 안봤는데 이건,1,11,7,FALSE,0,0,0,0,,
공작,2018-08-08 16:26,kevin(jino****),영화 보면서 총 10번 정도 졸았습니다,1,6,9,FALSE,0,0,0,0,,
공작,2018-08-14 10:29,도로헤도로로레(harr****),재미없었어요 지루하고,1,9,7,FALSE,0,0,0,0,,
공작,2018-08-15 12:28,나선호(sam1****),북한에서 제작한 영화인가요,1,4,6,FALSE,0,0,0,0,,
공작,2018-08-12 5:48,다정다감(rnfk****),시간과 돈이 아까운 영화,1,10,6,FALSE,0,0,0,0,,
